tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,genre1,genre2,genre3,url,averageRating,numVotes
tt0368709,movie,Elizabethtown,Elizabethtown,0,2005,,123,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0368709,6.4,67162
tt0368794,movie,I'm Not There,I'm Not There,0,2007,,135,"Biography,Drama,Music",Biography,Drama,Music,https://www.imdb.com/title/tt0368794,6.9,56356
tt0368891,movie,National Treasure,National Treasure,0,2004,,131,"Action,Adventure,Mystery",Action,Adventure,Mystery,https://www.imdb.com/title/tt0368891,6.9,303073
tt0368909,movie,Ong-Bak: The Thai Warrior,Ong-bak,0,2003,,108,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt0368909,7.2,70896
tt0368933,movie,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,0,2004,,113,"Comedy,Family,Romance",Comedy,Family,Romance,https://www.imdb.com/title/tt0368933,5.8,73842
tt0369179,tvSeries,Two and a Half Men,Two and a Half Men,0,2003,2015,22,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt0369179,7.0,239904
tt0369226,movie,Alone in the Dark,Alone in the Dark,0,2005,,99,"Action,Horror,Sci-Fi",Action,Horror,Sci-Fi,https://www.imdb.com/title/tt0369226,2.4,41639
tt0369339,movie,Collateral,Collateral,0,2004,,120,"Crime,Drama,Thriller",Crime,Drama,Thriller,https://www.imdb.com/title/tt0369339,7.5,358651
tt0369436,movie,Four Christmases,Four Christmases,0,2008,,88,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0369436,5.7,65662
tt0369441,movie,Fun with Dick and Jane,Fun with Dick and Jane,0,2005,,90,"Comedy,Crime",Comedy,Crime,,https://www.imdb.com/title/tt0369441,6.2,134627
tt0369610,movie,Jurassic World,Jurassic World,0,2015,,124,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt0369610,7.0,577157
tt0369672,movie,A Love Song for Bobby Long,A Love Song for Bobby Long,0,2004,,119,Drama,Drama,,,https://www.imdb.com/title/tt0369672,7.1,25139
tt0369702,movie,The Sea Inside,Mar adentro,0,2004,,126,"Biography,Drama",Biography,Drama,,https://www.imdb.com/title/tt0369702,8.0,77289
tt0369735,movie,Monster-in-Law,Monster-in-Law,0,2005,,101,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt0369735,5.6,56427
tt0370032,movie,Ultraviolet,Ultraviolet,0,2006,,88,"Action,Sci-Fi",Action,Sci-Fi,,https://www.imdb.com/title/tt0370032,4.5,79275
tt0370263,movie,Alien vs. Predator,AVP: Alien vs. Predator,0,2004,,101,"Action,Adventure,Horror",Action,Adventure,Horror,https://www.imdb.com/title/tt0370263,5.6,184060
tt0370986,movie,Mysterious Skin,Mysterious Skin,0,2004,,105,Drama,Drama,,,https://www.imdb.com/title/tt0370986,7.6,65760
tt0371246,movie,Spanglish,Spanglish,0,2004,,131,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0371246,6.4,78726
tt0371257,movie,Stay,Stay,0,2005,,99,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,https://www.imdb.com/title/tt0371257,6.8,74659
tt0371606,movie,Chicken Little,Chicken Little,0,2005,,81,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0371606,5.7,85537
tt0371724,movie,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,0,2005,,109,"Adventure,Comedy,Sci-Fi",Adventure,Comedy,Sci-Fi,https://www.imdb.com/title/tt0371724,6.8,186186
tt0371746,movie,Iron Man,Iron Man,0,2008,,126,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt0371746,7.9,934792
tt0372183,movie,The Bourne Supremacy,The Bourne Supremacy,0,2004,,108,"Action,Mystery,Thriller",Action,Mystery,Thriller,https://www.imdb.com/title/tt0372183,7.7,433243
tt0372237,movie,Guess Who,Guess Who,0,2005,,105,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt0372237,5.9,40300
tt0372532,movie,The Wedding Date,The Wedding Date,0,2005,,90,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt0372532,6.2,48360
tt0372588,movie,Team America: World Police,Team America: World Police,0,2004,,98,"Action,Comedy",Action,Comedy,,https://www.imdb.com/title/tt0372588,7.2,159055
tt0372784,movie,Batman Begins,Batman Begins,0,2005,,140,"Action,Adventure",Action,Adventure,,https://www.imdb.com/title/tt0372784,8.2,1301592
tt0372824,movie,The Chorus,Les choristes,0,2004,,97,"Drama,Music",Drama,Music,,https://www.imdb.com/title/tt0372824,7.9,57180
tt0373051,movie,Journey to the Center of the Earth,Journey to the Center of the Earth,0,2008,,93,"Action,Adventure,Family",Action,Adventure,Family,https://www.imdb.com/title/tt0373051,5.8,113118
tt0373074,movie,Kung Fu Hustle,Kung fu,0,2004,,99,"Action,Comedy,Fantasy",Action,Comedy,Fantasy,https://www.imdb.com/title/tt0373074,7.7,126673
tt0373469,movie,Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,0,2005,,103,"Comedy,Crime,Mystery",Comedy,Crime,Mystery,https://www.imdb.com/title/tt0373469,7.5,214122
tt0373732,tvSeries,The Boondocks,The Boondocks,0,2005,2014,22,"Action,Animation,Comedy",Action,Animation,Comedy,https://www.imdb.com/title/tt0373732,8.4,26459
tt0373883,movie,Halloween,Halloween,0,2007,,109,Horror,Horror,,,https://www.imdb.com/title/tt0373883,6.1,108987
tt0373889,movie,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,0,2007,,138,"Action,Adventure,Family",Action,Adventure,Family,https://www.imdb.com/title/tt0373889,7.5,507364
tt0373926,movie,The Interpreter,The Interpreter,0,2005,,128,"Crime,Mystery,Thriller",Crime,Mystery,Thriller,https://www.imdb.com/title/tt0373926,6.4,97190
tt0374102,movie,Open Water,Open Water,0,2003,,79,"Adventure,Drama,Horror",Adventure,Drama,Horror,https://www.imdb.com/title/tt0374102,5.7,50855
tt0374455,tvSeries,Stargate: Atlantis,Stargate: Atlantis,0,2004,2009,44,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt0374455,8.1,60849
tt0374536,movie,Bewitched,Bewitched,0,2005,,102,"Comedy,Fantasy,Romance",Comedy,Fantasy,Romance,https://www.imdb.com/title/tt0374536,4.8,69140
tt0374546,movie,"Spring, Summer, Fall, Winter... and Spring",Bom Yeoareum Gaeul Gyeoul Geurigo Bom,0,2003,,103,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0374546,8.0,77159
tt0374569,movie,Che: Part Two,Che: Part Two,0,2008,,135,"Biography,Drama,History",Biography,Drama,History,https://www.imdb.com/title/tt0374569,6.9,32162
tt0374887,movie,Munna Bhai M.B.B.S.,Munna Bhai M.B.B.S.,0,2003,,156,"Comedy,Drama,Musical",Comedy,Drama,Musical,https://www.imdb.com/title/tt0374887,8.1,73576
tt0374900,movie,Napoleon Dynamite,Napoleon Dynamite,0,2004,,96,Comedy,Comedy,,,https://www.imdb.com/title/tt0374900,6.9,197390
tt0375063,movie,Sideways,Sideways,0,2004,,127,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0375063,7.5,178885
tt0375154,movie,Tristan & Isolde,Tristan + Isolde,0,2006,,125,"Action,Drama,Romance",Action,Drama,Romance,https://www.imdb.com/title/tt0375154,6.8,50421
tt0375173,movie,Alfie,Alfie,0,2004,,103,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0375173,6.2,50597
tt0375210,movie,White Noise,White Noise,0,2005,,101,"Drama,Horror,Mystery",Drama,Horror,Mystery,https://www.imdb.com/title/tt0375210,5.5,47066
tt0375355,tvSeries,Joey,Joey,0,2004,2006,22,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt0375355,6.0,40745
tt0375568,movie,Astro Boy,Astro Boy,0,2009,,94,"Action,Animation,Comedy",Action,Animation,Comedy,https://www.imdb.com/title/tt0375568,6.3,33062
tt0375611,movie,Black,Black,0,2005,,122,Drama,Drama,,,https://www.imdb.com/title/tt0375611,8.2,33244
tt0375679,movie,Crash,Crash,0,2004,,112,"Crime,Drama,Thriller",Crime,Drama,Thriller,https://www.imdb.com/title/tt0375679,7.7,418459
tt0375912,movie,Layer Cake,Layer Cake,0,2004,,105,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt0375912,7.3,165962
tt0375920,movie,The Libertine,The Libertine,0,2004,,114,"Biography,Drama,History",Biography,Drama,History,https://www.imdb.com/title/tt0375920,6.3,34764
tt0376136,movie,The Rum Diary,The Rum Diary,0,2011,,119,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt0376136,6.2,98877
tt0376541,movie,Closer,Closer,0,2004,,104,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0376541,7.2,202584
tt0376968,movie,The Return,Vozvrashchenie,0,2003,,110,Drama,Drama,,,https://www.imdb.com/title/tt0376968,8.0,42125
tt0376994,movie,X-Men: The Last Stand,X-Men: The Last Stand,0,2006,,104,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt0376994,6.7,481037
tt0377062,movie,Flight of the Phoenix,Flight of the Phoenix,0,2004,,113,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt0377062,6.1,51603
tt0377091,movie,Mean Creek,Mean Creek,0,2004,,90,"Crime,Drama",Crime,Drama,,https://www.imdb.com/title/tt0377091,7.2,30546
tt0377092,movie,Mean Girls,Mean Girls,0,2004,,97,Comedy,Comedy,,,https://www.imdb.com/title/tt0377092,7.0,332833
tt0377107,movie,Proof,Proof,0,2005,,100,"Drama,Mystery",Drama,Mystery,,https://www.imdb.com/title/tt0377107,6.7,43040
tt0377109,movie,The Ring Two,The Ring Two,0,2005,,110,"Horror,Mystery",Horror,Mystery,,https://www.imdb.com/title/tt0377109,5.4,91130
tt0377471,movie,Be Cool,Be Cool,0,2005,,118,"Comedy,Crime,Music",Comedy,Crime,Music,https://www.imdb.com/title/tt0377471,5.7,66980
tt0377713,movie,Cube Zero,Cube Zero,0,2004,,97,"Drama,Mystery,Sci-Fi",Drama,Mystery,Sci-Fi,https://www.imdb.com/title/tt0377713,5.7,36732
tt0377818,movie,The Dukes of Hazzard,The Dukes of Hazzard,0,2005,,104,Comedy,Comedy,,,https://www.imdb.com/title/tt0377818,5.1,75506
tt0377981,movie,Gnomeo & Juliet,Gnomeo & Juliet,0,2011,,84,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0377981,5.9,52149
tt0378109,movie,Into the Blue,Into the Blue,0,2005,,110,"Action,Adventure,Crime",Action,Adventure,Crime,https://www.imdb.com/title/tt0378109,5.9,73378
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,,137,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt0378194,8.0,680440
tt0378947,movie,Melinda and Melinda,Melinda and Melinda,0,2004,,99,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0378947,6.4,30989
tt0379217,movie,Coffee and Cigarettes,Coffee and Cigarettes,0,2003,,95,"Comedy,Drama,Music",Comedy,Drama,Music,https://www.imdb.com/title/tt0379217,7.1,59588
tt0379557,movie,Touching the Void,Touching the Void,0,2003,,106,"Adventure,Documentary,Drama",Adventure,Documentary,Drama,https://www.imdb.com/title/tt0379557,8.0,33561
tt0379725,movie,Capote,Capote,0,2005,,114,"Biography,Crime,Drama",Biography,Crime,Drama,https://www.imdb.com/title/tt0379725,7.3,124872
tt0379786,movie,Serenity,Serenity,0,2005,,119,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt0379786,7.8,282613
tt0379865,movie,Leatherheads,Leatherheads,0,2008,,114,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0379865,6.0,30956
tt0379889,movie,The Merchant of Venice,The Merchant of Venice,0,2004,,131,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0379889,7.0,34909
tt0380136,tvSeries,QI,QI,0,2003,,30,"Comedy,Game-Show",Comedy,Game-Show,,https://www.imdb.com/title/tt0380136,8.6,29451
tt0380389,movie,Goal! The Dream Begins,Goal!,0,2005,,118,"Adventure,Drama,Romance",Adventure,Drama,Romance,https://www.imdb.com/title/tt0380389,6.7,60148
tt0380510,movie,The Lovely Bones,The Lovely Bones,0,2009,,135,"Drama,Fantasy,Thriller",Drama,Fantasy,Thriller,https://www.imdb.com/title/tt0380510,6.7,156930
tt0380599,movie,Oliver Twist,Oliver Twist,0,2005,,130,"Crime,Drama",Crime,Drama,,https://www.imdb.com/title/tt0380599,6.8,31070
tt0380623,movie,The Perfect Man,The Perfect Man,0,2005,,100,"Comedy,Family,Romance",Comedy,Family,Romance,https://www.imdb.com/title/tt0380623,5.5,28200
tt0381061,movie,Casino Royale,Casino Royale,0,2006,,144,"Action,Adventure,Thriller",Action,Adventure,Thriller,https://www.imdb.com/title/tt0381061,8.0,579869
tt0381681,movie,Before Sunset,Before Sunset,0,2004,,80,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0381681,8.1,234531
tt0381707,movie,White Chicks,White Chicks,0,2004,,109,"Comedy,Crime",Comedy,Crime,,https://www.imdb.com/title/tt0381707,5.6,130316
tt0381849,movie,3:10 to Yuma,3:10 to Yuma,0,2007,,122,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt0381849,7.7,287738
tt0381966,movie,Creep,Creep,0,2004,,85,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,https://www.imdb.com/title/tt0381966,5.6,28101
tt0382077,movie,Hide and Seek,Hide and Seek,0,2005,,101,"Drama,Horror,Mystery",Drama,Horror,Mystery,https://www.imdb.com/title/tt0382077,6.0,81446
tt0382625,movie,The Da Vinci Code,The Da Vinci Code,0,2006,,149,"Mystery,Thriller",Mystery,Thriller,,https://www.imdb.com/title/tt0382625,6.6,399125
tt0382628,movie,Dark Water,Dark Water,0,2005,,105,"Drama,Horror,Mystery",Drama,Horror,Mystery,https://www.imdb.com/title/tt0382628,5.6,59388
tt0382932,movie,Ratatouille,Ratatouille,0,2007,,111,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0382932,8.0,637426
tt0382992,movie,Stealth,Stealth,0,2005,,121,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt0382992,5.1,51760
tt0383010,movie,The Three Stooges,The Three Stooges,0,2012,,92,"Comedy,Family",Comedy,Family,,https://www.imdb.com/title/tt0383010,5.1,29878
tt0383028,movie,"Synecdoche, New York","Synecdoche, New York",0,2008,,124,Drama,Drama,,,https://www.imdb.com/title/tt0383028,7.6,82606
tt0383126,tvSeries,MythBusters,MythBusters,0,2003,,44,"Documentary,Mystery,Reality-TV",Documentary,Mystery,Reality-TV,https://www.imdb.com/title/tt0383126,8.3,50059
tt0383216,movie,The Pink Panther,The Pink Panther,0,2006,,93,"Adventure,Comedy,Crime",Adventure,Comedy,Crime,https://www.imdb.com/title/tt0383216,5.7,81259
tt0383222,movie,BloodRayne,BloodRayne,0,2005,,95,"Action,Fantasy,Horror",Action,Fantasy,Horror,https://www.imdb.com/title/tt0383222,2.9,34105
tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,0,2006,,151,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,https://www.imdb.com/title/tt0383574,7.3,652635
tt0384116,movie,G.O.R.A.,G.O.R.A.,0,2004,,127,"Adventure,Comedy,Sci-Fi",Adventure,Comedy,Sci-Fi,https://www.imdb.com/title/tt0384116,8.0,56520
tt0384286,movie,Cry Wolf,Cry Wolf,0,2005,,90,"Drama,Horror,Mystery",Drama,Horror,Mystery,https://www.imdb.com/title/tt0384286,5.8,25965
tt0384537,movie,Silent Hill,Silent Hill,0,2006,,125,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,https://www.imdb.com/title/tt0384537,6.5,213402
tt0384642,movie,Kicking & Screaming,Kicking & Screaming,0,2005,,95,"Comedy,Family,Romance",Comedy,Family,Romance,https://www.imdb.com/title/tt0384642,5.6,36139
tt0384680,movie,The Weather Man,The Weather Man,0,2005,,102,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt0384680,6.5,77388
tt0384766,tvSeries,Rome,Rome,0,2005,2007,52,"Action,Drama,History",Action,Drama,History,https://www.imdb.com/title/tt0384766,8.7,153862
tt0384793,movie,Accepted,Accepted,0,2006,,93,Comedy,Comedy,,,https://www.imdb.com/title/tt0384793,6.4,122879
tt0384806,movie,The Amityville Horror,The Amityville Horror,0,2005,,90,Horror,Horror,,,https://www.imdb.com/title/tt0384806,6.0,105016
tt0385002,movie,Green Street Hooligans,Hooligans,0,2005,,109,"Crime,Drama,Sport",Crime,Drama,Sport,https://www.imdb.com/title/tt0385002,7.5,141310
tt0385004,movie,House of Flying Daggers,Shi mian mai fu,0,2004,,119,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt0385004,7.5,107537
tt0385267,movie,In Good Company,In Good Company,0,2004,,110,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0385267,6.4,53453
tt0385307,movie,Miss Congeniality 2: Armed & Fabulous,Miss Congeniality 2: Armed & Fabulous,0,2005,,115,"Action,Comedy,Crime",Action,Comedy,Crime,https://www.imdb.com/title/tt0385307,5.1,69366
tt0385700,movie,Final Fantasy VII: Advent Children,Fainaru fantajî sebun adobento chirudoren,0,2005,,101,"Action,Adventure,Animation",Action,Adventure,Animation,https://www.imdb.com/title/tt0385700,7.2,54877
tt0385705,movie,The Football Factory,The Football Factory,0,2004,,91,"Crime,Drama,Sport",Crime,Drama,Sport,https://www.imdb.com/title/tt0385705,6.8,28642
tt0385726,movie,Glory Road,Glory Road,0,2006,,118,"Biography,Drama,Sport",Biography,Drama,Sport,https://www.imdb.com/title/tt0385726,7.2,43017
tt0385752,movie,The Golden Compass,The Golden Compass,0,2007,,113,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,https://www.imdb.com/title/tt0385752,6.1,178797
tt0385880,movie,Monster House,Monster House,0,2006,,91,"Animation,Comedy,Family",Animation,Comedy,Family,https://www.imdb.com/title/tt0385880,6.6,101021
tt0385887,movie,Motherless Brooklyn,Motherless Brooklyn,0,2019,,144,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt0385887,6.8,41520
tt0386032,movie,Sicko,Sicko,0,2007,,123,"Documentary,Drama",Documentary,Drama,,https://www.imdb.com/title/tt0386032,7.9,73563
tt0386064,movie,Tae Guk Gi: The Brotherhood of War,Taegukgi hwinalrimyeo,0,2004,,140,"Action,Drama,War",Action,Drama,War,https://www.imdb.com/title/tt0386064,8.1,37719
tt0386117,movie,Where the Wild Things Are,Where the Wild Things Are,0,2009,,101,"Adventure,Drama,Family",Adventure,Drama,Family,https://www.imdb.com/title/tt0386117,6.7,100539
tt0386140,movie,The Legend of Zorro,The Legend of Zorro,0,2005,,129,"Action,Adventure,Romance",Action,Adventure,Romance,https://www.imdb.com/title/tt0386140,6.0,92802
tt0386588,movie,Hitch,Hitch,0,2005,,118,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt0386588,6.6,294706
tt0386676,tvSeries,The Office,The Office,0,2005,2013,22,Comedy,Comedy,,,https://www.imdb.com/title/tt0386676,8.9,401670
tt0387131,movie,The Constant Gardener,The Constant Gardener,0,2005,,129,"Drama,Mystery,Romance",Drama,Mystery,Romance,https://www.imdb.com/title/tt0387131,7.4,131823
tt0387199,tvSeries,Entourage,Entourage,0,2004,2011,28,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt0387199,8.4,157636
tt0387514,movie,Prime,Prime,0,2005,,105,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0387514,6.2,39584
tt0387564,movie,Saw,Saw,0,2004,,103,"Horror,Mystery",Horror,Mystery,,https://www.imdb.com/title/tt0387564,7.6,377703
tt0387575,movie,Seed of Chucky,Seed of Chucky,0,2004,,87,"Comedy,Fantasy,Horror",Comedy,Fantasy,Horror,https://www.imdb.com/title/tt0387575,4.8,38725
tt0387764,tvSeries,Peep Show,Peep Show,0,2003,2015,25,Comedy,Comedy,,,https://www.imdb.com/title/tt0387764,8.6,52725
tt0387808,movie,Idiocracy,Idiocracy,0,2006,,84,"Adventure,Comedy,Sci-Fi",Adventure,Comedy,Sci-Fi,https://www.imdb.com/title/tt0387808,6.6,144690
tt0387877,movie,The Black Dahlia,The Black Dahlia,0,2006,,121,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt0387877,5.6,71189
tt0387898,movie,Caché,Caché,0,2005,,117,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,https://www.imdb.com/title/tt0387898,7.3,73413
tt0388125,movie,In Her Shoes,In Her Shoes,0,2005,,130,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0388125,6.4,59174
tt0388419,movie,Christmas with the Kranks,Christmas with the Kranks,0,2004,,99,"Comedy,Family",Comedy,Family,,https://www.imdb.com/title/tt0388419,5.4,44339
tt0388473,movie,Tokyo Godfathers,Tôkyô goddofâzâzu,0,2003,,90,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0388473,7.8,31315
tt0388482,movie,Transporter 2,Transporter 2,0,2005,,87,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt0388482,6.3,190797
tt0388629,tvSeries,One Piece,One Piece: Wan pîsu,0,1999,,24,"Action,Adventure,Animation",Action,Adventure,Animation,https://www.imdb.com/title/tt0388629,8.7,65774
tt0388795,movie,Brokeback Mountain,Brokeback Mountain,0,2005,,134,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0388795,7.7,321586
tt0388980,movie,The Greatest Game Ever Played,The Greatest Game Ever Played,0,2005,,120,"Biography,Drama,Sport",Biography,Drama,Sport,https://www.imdb.com/title/tt0388980,7.4,28064
tt0389557,movie,Black Book,Zwartboek,0,2006,,145,"Drama,Thriller,War",Drama,Thriller,War,https://www.imdb.com/title/tt0389557,7.7,72428
tt0389564,tvSeries,The 4400,The 4400,0,2004,2007,43,"Drama,Mystery,Sci-Fi",Drama,Mystery,Sci-Fi,https://www.imdb.com/title/tt0389564,7.3,42212
tt0389722,movie,30 Days of Night,30 Days of Night,0,2007,,113,"Action,Horror,Thriller",Action,Horror,Thriller,https://www.imdb.com/title/tt0389722,6.6,164540
tt0389790,movie,Bee Movie,Bee Movie,0,2007,,91,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0389790,6.1,141538
tt0389860,movie,Click,Click,0,2006,,107,"Comedy,Drama,Fantasy",Comedy,Drama,Fantasy,https://www.imdb.com/title/tt0389860,6.4,304739
tt0390022,movie,Friday Night Lights,Friday Night Lights,0,2004,,118,"Action,Drama,Sport",Action,Drama,Sport,https://www.imdb.com/title/tt0390022,7.2,58859
tt0390221,movie,Maria Full of Grace,Maria Full of Grace,0,2004,,101,"Crime,Drama",Crime,Drama,,https://www.imdb.com/title/tt0390221,7.4,33900
tt0390384,movie,Primer,Primer,0,2004,,77,"Drama,Sci-Fi,Thriller",Drama,Sci-Fi,Thriller,https://www.imdb.com/title/tt0390384,6.9,98032
tt0390521,movie,Super Size Me,Super Size Me,0,2004,,100,Documentary,Documentary,,,https://www.imdb.com/title/tt0390521,7.2,100861
tt0391198,movie,The Grudge,The Grudge,0,2004,,91,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,https://www.imdb.com/title/tt0391198,5.9,138490
tt0391304,movie,A Lot Like Love,A Lot Like Love,0,2005,,107,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0391304,6.6,67086
tt0393109,movie,Brick,Brick,0,2005,,110,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt0393109,7.3,100716
tt0393162,movie,Coach Carter,Coach Carter,0,2005,,136,"Biography,Drama,Sport",Biography,Drama,Sport,https://www.imdb.com/title/tt0393162,7.3,127371
tt0395169,movie,Hotel Rwanda,Hotel Rwanda,0,2004,,121,"Biography,Drama,History",Biography,Drama,History,https://www.imdb.com/title/tt0395169,8.1,333176
tt0395251,movie,The Producers,The Producers,0,2005,,134,"Comedy,Crime,Musical",Comedy,Crime,Musical,https://www.imdb.com/title/tt0395251,6.3,40907
tt0395584,movie,The Devil's Rejects,The Devil's Rejects,0,2005,,107,Horror,Horror,,,https://www.imdb.com/title/tt0395584,6.8,93116
tt0395699,movie,The Pacifier,The Pacifier,0,2005,,95,"Action,Comedy,Drama",Action,Comedy,Drama,https://www.imdb.com/title/tt0395699,5.6,87599
tt0395843,tvSeries,CSI: NY,CSI: NY,0,2004,2013,43,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt0395843,6.9,43572
tt0395972,movie,North Country,North Country,0,2005,,126,Drama,Drama,,,https://www.imdb.com/title/tt0395972,7.3,39758
tt0396171,movie,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,0,2006,,147,"Crime,Drama",Crime,Drama,,https://www.imdb.com/title/tt0396171,7.5,233938
tt0396269,movie,Wedding Crashers,Wedding Crashers,0,2005,,119,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt0396269,6.9,331645
tt0396555,movie,Meet the Robinsons,Meet the Robinsons,0,2007,,95,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0396555,6.8,87010
tt0396752,movie,Nanny McPhee,Nanny McPhee,0,2005,,97,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,https://www.imdb.com/title/tt0396752,6.5,67649
tt0397065,movie,House of Wax,House of Wax,0,2005,,113,"Horror,Thriller",Horror,Thriller,,https://www.imdb.com/title/tt0397065,5.3,115297
tt0397078,movie,Just My Luck,Just My Luck,0,2006,,108,"Comedy,Fantasy,Romance",Comedy,Fantasy,Romance,https://www.imdb.com/title/tt0397078,5.4,53574
tt0397101,movie,The Skeleton Key,The Skeleton Key,0,2005,,104,"Drama,Horror,Mystery",Drama,Horror,Mystery,https://www.imdb.com/title/tt0397101,6.5,105993
tt0397306,tvSeries,American Dad!,American Dad!,0,2005,,22,"Animation,Comedy",Animation,Comedy,,https://www.imdb.com/title/tt0397306,7.3,116099
tt0397313,movie,Eight Below,Eight Below,0,2006,,120,"Adventure,Drama,Family",Adventure,Drama,Family,https://www.imdb.com/title/tt0397313,7.3,60834
tt0397442,tvSeries,Gossip Girl,Gossip Girl,0,2007,2012,42,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0397442,7.4,152808
tt0397535,movie,Memoirs of a Geisha,Memoirs of a Geisha,0,2005,,145,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0397535,7.4,137778
tt0397892,movie,Bolt,Bolt,0,2008,,96,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0397892,6.8,189189
tt0398017,movie,Derailed,Derailed,0,2005,,108,"Crime,Drama,Thriller",Crime,Drama,Thriller,https://www.imdb.com/title/tt0398017,6.6,70617
tt0398165,movie,The Longest Yard,The Longest Yard,0,2005,,113,"Comedy,Crime,Sport",Comedy,Crime,Sport,https://www.imdb.com/title/tt0398165,6.4,161765
